term: a, termFreq = 6523, docCount = 2081
term: storing, termFreq = 20, docCount = 16
term: storm, termFreq = 1, docCount = 1
term: stormy, termFreq = 1, docCount = 1
term: strachey, termFreq = 2, docCount = 2
term: straight, termFreq = 7, docCount = 7
term: straightforward, termFreq = 15, docCount = 14
term: strangely, termFreq = 1, docCount = 1
term: strap, termFreq = 1, docCount = 1
term: strassen, termFreq = 2, docCount = 1
term: strategic, termFreq = 3, docCount = 2
term: strategical, termFreq = 2, docCount = 1
term: strategies, termFreq = 17, docCount = 14
term: strategy, termFreq = 38, docCount = 22
term: stratification, termFreq = 1, docCount = 1
term: stratified, termFreq = 3, docCount = 2
term: straus, termFreq = 1, docCount = 1
term: strauss, termFreq = 2, docCount = 2
term: stream, termFreq = 7, docCount = 4
term: streams, termFreq = 5, docCount = 5
term: strecker, termFreq = 1, docCount = 1
term: street, termFreq = 1, docCount = 1
term: streeter, termFreq = 1, docCount = 1
term: streets, termFreq = 1, docCount = 1
term: strength, termFreq = 3, docCount = 1
term: strengthening, termFreq = 1, docCount = 1
term: strengthens, termFreq = 1, docCount = 1
term: strengths, termFreq = 1, docCount = 1
term: stress, termFreq = 3, docCount = 3
term: stressed, termFreq = 4, docCount = 4
term: stresses, termFreq = 2, docCount = 2
term: stressing, termFreq = 1, docCount = 1
term: stretch, termFreq = 4, docCount = 2
term: strict, termFreq = 5, docCount = 3
term: strictly, termFreq = 4, docCount = 4
term: strike, termFreq = 1, docCount = 1
term: striking, termFreq = 3, docCount = 3
term: strikingly, termFreq = 1, docCount = 1
term: string, termFreq = 94, docCount = 52
term: stringent, termFreq = 1, docCount = 1
term: strings, termFreq = 83, docCount = 56
term: stringsort, termFreq = 4, docCount = 3
term: strips, termFreq = 3, docCount = 3
term: strive, termFreq = 1, docCount = 1
term: strokes, termFreq = 3, docCount = 3
term: strome, termFreq = 1, docCount = 1
term: strong, termFreq = 15, docCount = 13
term: stronger, termFreq = 1, docCount = 1
term: strongly, termFreq = 14, docCount = 10
term: stroud, termFreq = 2, docCount = 2
term: struble, termFreq = 2, docCount = 2
term: structural, termFreq = 24, docCount = 18
term: structure, termFreq = 305, docCount = 187
term: structured, termFreq = 75, docCount = 47
term: structures, termFreq = 215, docCount = 141
term: structuring, termFreq = 22, docCount = 18
term: strunz, termFreq = 1, docCount = 1
term: stub, termFreq = 1, docCount = 1
term: student, termFreq = 49, docCount = 35
term: students, termFreq = 38, docCount = 23
term: studied, termFreq = 26, docCount = 24
term: studies, termFreq = 32, docCount = 28
term: study, termFreq = 102, docCount = 85
term: studying, termFreq = 4, docCount = 4
term: stuebing, termFreq = 1, docCount = 1
term: sturdy, termFreq = 1, docCount = 1
term: sturges, termFreq = 1, docCount = 1
term: sturgis, termFreq = 1, docCount = 1
term: sturman, termFreq = 1, docCount = 1
term: stutz, termFreq = 1, docCount = 1
term: style, termFreq = 15, docCount = 5
term: sub, termFreq = 3, docCount = 3
term: subanalyses, termFreq = 1, docCount = 1
term: subareas, termFreq = 1, docCount = 1
term: subarrays, termFreq = 2, docCount = 1
term: subcalls, termFreq = 1, docCount = 1
term: subchains, termFreq = 2, docCount = 1
term: subclass, termFreq = 2, docCount = 2
term: subcommittee, termFreq = 9, docCount = 7
term: subdiagonals, termFreq = 1, docCount = 1
term: subdivided, termFreq = 4, docCount = 4
term: subdivision, termFreq = 3, docCount = 2
term: subdivisions, termFreq = 2, docCount = 2
term: subexpression, termFreq = 8, docCount = 7
term: subexpressions, termFreq = 16, docCount = 8
term: subfamily, termFreq = 1, docCount = 1
term: subgoal, termFreq = 5, docCount = 1
term: subgraph, termFreq = 6, docCount = 2
term: subgraphs, termFreq = 3, docCount = 2
term: subgroup, termFreq = 2, docCount = 1
term: subintervals, termFreq = 1, docCount = 1
term: subject, termFreq = 45, docCount = 41
term: subjected, termFreq = 6, docCount = 6
term: subjects, termFreq = 7, docCount = 4
term: sublanguage, termFreq = 4, docCount = 3
term: sublanguages, termFreq = 3, docCount = 3
term: sublist, termFreq = 1, docCount = 1
term: submatrix, termFreq = 2, docCount = 2
term: submit, termFreq = 1, docCount = 1
term: submitted, termFreq = 5, docCount = 5
term: submonitor, termFreq = 1, docCount = 1
term: submonitors, termFreq = 1, docCount = 1
term: suboperating, termFreq = 2, docCount = 1
term: suboptimizer, termFreq = 1, docCount = 1
term: subordinated, termFreq = 1, docCount = 1
term: subplots, termFreq = 4, docCount = 1
term: subproblem, termFreq = 1, docCount = 1
term: subproblems, termFreq = 4, docCount = 3
term: subprogram, termFreq = 3, docCount = 3
term: subprogramming, termFreq = 2, docCount = 1
term: subprograms, termFreq = 9, docCount = 7
term: subrecords, termFreq = 3, docCount = 1
term: subregions, termFreq = 1, docCount = 1
term: subresultant, termFreq = 2, docCount = 2
term: subroutine, termFreq = 31, docCount = 25
term: subroutines, termFreq = 47, docCount = 35
term: subscripted, termFreq = 4, docCount = 4
term: subscripting, termFreq = 4, docCount = 4
term: subscripts, termFreq = 7, docCount = 6
term: subsegments, termFreq = 1, docCount = 1
term: subsequence, termFreq = 7, docCount = 3
term: subsequences, termFreq = 2, docCount = 2
term: subsequent, termFreq = 14, docCount = 12
term: subsequently, termFreq = 3, docCount = 3
term: subset, termFreq = 35, docCount = 31
term: subsets, termFreq = 18, docCount = 13
term: substantial, termFreq = 15, docCount = 15
term: substantially, termFreq = 12, docCount = 12
term: substantiate, termFreq = 1, docCount = 1
term: substantiated, termFreq = 2, docCount = 2
term: substantive, termFreq = 1, docCount = 1
term: substates, termFreq = 1, docCount = 1
term: substitute, termFreq = 2, docCount = 2
term: substituted, termFreq = 3, docCount = 3
term: substitution, termFreq = 17, docCount = 10
term: substitutions, termFreq = 1, docCount = 1
term: substring, termFreq = 6, docCount = 3
term: substrings, termFreq = 3, docCount = 3
term: substructure, termFreq = 2, docCount = 1
term: substructures, termFreq = 1, docCount = 1
term: subsystem, termFreq = 8, docCount = 7
term: subsystems, termFreq = 9, docCount = 7
term: subtasks, termFreq = 3, docCount = 2
term: subtle, termFreq = 2, docCount = 2
term: subtract, termFreq = 1, docCount = 1
term: subtracted, termFreq = 2, docCount = 2
term: subtraction, termFreq = 7, docCount = 7
term: subtractions, termFreq = 3, docCount = 3
term: subtree, termFreq = 6, docCount = 5
term: subtrees, termFreq = 4, docCount = 4
term: succeed, termFreq = 1, docCount = 1
term: succeeds, termFreq = 2, docCount = 1
term: success, termFreq = 5, docCount = 5
term: successes, termFreq = 1, docCount = 1
term: successful, termFreq = 13, docCount = 12
term: successfully, termFreq = 18, docCount = 17
term: succession, termFreq = 2, docCount = 2
term: successive, termFreq = 22, docCount = 19
term: successively, termFreq = 3, docCount = 3
term: successor, termFreq = 2, docCount = 2
term: successors, termFreq = 1, docCount = 1
term: such, termFreq = 342, docCount = 293
term: suffered, termFreq = 1, docCount = 1
term: suffice, termFreq = 6, docCount = 6
term: suffices, termFreq = 2, docCount = 2
term: sufficient, termFreq = 40, docCount = 34
term: sufficiently, termFreq = 11, docCount = 11
term: suffix, termFreq = 1, docCount = 1
term: sugai, termFreq = 1, docCount = 1
term: suggest, termFreq = 11, docCount = 11
term: suggested, termFreq = 58, docCount = 55
term: suggesting, termFreq = 3, docCount = 3
term: suggestion, termFreq = 1, docCount = 1
term: suggestions, termFreq = 14, docCount = 14
term: suggests, termFreq = 25, docCount = 25
term: suit, termFreq = 1, docCount = 1
term: suitability, termFreq = 1, docCount = 1
term: suitable, termFreq = 47, docCount = 43
term: suitably, termFreq = 5, docCount = 5
term: suite, termFreq = 1, docCount = 1
term: suited, termFreq = 18, docCount = 18
term: sullenberger, termFreq = 1, docCount = 1
term: sullins, termFreq = 1, docCount = 1
term: sullivan, termFreq = 1, docCount = 1
term: sum, termFreq = 33, docCount = 26
term: sumador, termFreq = 3, docCount = 1
term: summarize, termFreq = 1, docCount = 1
term: summarized, termFreq = 14, docCount = 14
term: summarizes, termFreq = 2, docCount = 2
term: summarizing, termFreq = 3, docCount = 3
term: summary, termFreq = 16, docCount = 16
term: summation, termFreq = 19, docCount = 11
term: summed, termFreq = 1, docCount = 1
term: summer, termFreq = 2, docCount = 2
term: summing, termFreq = 4, docCount = 4
term: sums, termFreq = 18, docCount = 14
term: sun, termFreq = 1, docCount = 1
term: sunnyvale, termFreq = 1, docCount = 1
term: suonio, termFreq = 1, docCount = 1
term: supan, termFreq = 1, docCount = 1
term: superb, termFreq = 1, docCount = 1
term: superbly, termFreq = 1, docCount = 1
term: superclass, termFreq = 1, docCount = 1
term: superdiagonals, termFreq = 1, docCount = 1
term: superelevation, termFreq = 1, docCount = 1
term: superfluous, termFreq = 1, docCount = 1
term: superimposed, termFreq = 4, docCount = 3
term: superior, termFreq = 28, docCount = 23
term: superiority, termFreq = 4, docCount = 4
term: superscale, termFreq = 1, docCount = 1
term: superscripting, termFreq = 1, docCount = 1
term: superscripts, termFreq = 1, docCount = 1
term: supervises, termFreq = 1, docCount = 1
term: supervision, termFreq = 2, docCount = 2
term: supervisor, termFreq = 15, docCount = 8
term: supervisors, termFreq = 5, docCount = 5
term: supervisory, termFreq = 11, docCount = 7
term: supplement, termFreq = 3, docCount = 3
term: supplemental, termFreq = 1, docCount = 1
term: supplementary, termFreq = 1, docCount = 1
term: supplemented, termFreq = 3, docCount = 3
term: supplied, termFreq = 9, docCount = 8
term: suppliedxtension, termFreq = 1, docCount = 1
term: supplies, termFreq = 3, docCount = 3
term: supply, termFreq = 6, docCount = 6
term: supplying, termFreq = 1, docCount = 1
term: support, termFreq = 26, docCount = 23
term: supported, termFreq = 9, docCount = 9
term: supporting, termFreq = 7, docCount = 7
term: supportive, termFreq = 1, docCount = 1
term: supports, termFreq = 1, docCount = 1
term: supposed, termFreq = 6, docCount = 4
term: supposedly, termFreq = 2, docCount = 2
term: supposition, termFreq = 1, docCount = 1
term: suppression, termFreq = 1, docCount = 1
term: sure, termFreq = 3, docCount = 2
term: surface, termFreq = 63, docCount = 28
term: surfaces, termFreq = 19, docCount = 6
term: surge, termFreq = 1, docCount = 1
term: surpass, termFreq = 1, docCount = 1
term: surprisingly, termFreq = 6, docCount = 6
term: surrendering, termFreq = 1, docCount = 1
term: surrounded, termFreq = 1, docCount = 1
term: surrounding, termFreq = 2, docCount = 2
term: survey, termFreq = 39, docCount = 33
term: surveyed, termFreq = 3, docCount = 3
term: surveys, termFreq = 6, docCount = 6
term: susceptibility, termFreq = 1, docCount = 1
term: suspect, termFreq = 1, docCount = 1
term: suspected, termFreq = 1, docCount = 1
term: suspended, termFreq = 1, docCount = 1
term: suspending, termFreq = 2, docCount = 2
term: suspension, termFreq = 1, docCount = 1
term: suspicions, termFreq = 1, docCount = 1
term: sussenguth, termFreq = 4, docCount = 2
term: sutherland, termFreq = 4, docCount = 3
term: sutton, termFreq = 1, docCount = 1
term: suzuki, termFreq = 1, docCount = 1
term: swanson, termFreq = 1, docCount = 1
term: swap, termFreq = 6, docCount = 3
term: swapped, termFreq = 1, docCount = 1
term: swapping, termFreq = 6, docCount = 4
term: swaps, termFreq = 2, docCount = 2
term: sward, termFreq = 1, docCount = 1
term: sweep, termFreq = 2, docCount = 2
term: sweet, termFreq = 1, docCount = 1
term: swell, termFreq = 1, docCount = 1
term: swenson, termFreq = 1, docCount = 1
term: swept, termFreq = 4, docCount = 2
term: swift, termFreq = 2, docCount = 2
term: swinehart, termFreq = 1, docCount = 1
term: switch, termFreq = 6, docCount = 5
term: switched, termFreq = 1, docCount = 1
term: switches, termFreq = 1, docCount = 1
term: switching, termFreq = 24, docCount = 13
term: swym, termFreq = 1, docCount = 1
term: sydney, termFreq = 2, docCount = 1
term: sydow, termFreq = 1, docCount = 1
term: syllabic, termFreq = 1, docCount = 1
term: sylvania, termFreq = 1, docCount = 1
term: sylvester, termFreq = 1, docCount = 1
term: symbiosis, termFreq = 1, docCount = 1
term: symbol, termFreq = 53, docCount = 43
term: symbolic, termFreq = 73, docCount = 40
term: symbolically, termFreq = 3, docCount = 3
term: symbols, termFreq = 45, docCount = 31
term: syminv, termFreq = 4, docCount = 4
term: symmetric, termFreq = 61, docCount = 34
term: symmetrical, termFreq = 2, docCount = 2
term: symmetrically, termFreq = 1, docCount = 1
term: symmetry, termFreq = 5, docCount = 5
term: symposium, termFreq = 7, docCount = 5
term: synchronization, termFreq = 31, docCount = 19
term: synchronize, termFreq = 2, docCount = 2
term: synchronizing, termFreq = 9, docCount = 7
term: synchronous, termFreq = 4, docCount = 3
term: synchronously, termFreq = 1, docCount = 1
term: synchrony, termFreq = 1, docCount = 1
term: synergistic, termFreq = 1, docCount = 1
term: synge, termFreq = 3, docCount = 3
term: synonym, termFreq = 1, docCount = 1
term: synonymous, termFreq = 1, docCount = 1
term: synonyms, termFreq = 1, docCount = 1
term: synonymy, termFreq = 1, docCount = 1
term: synopsis, termFreq = 2, docCount = 2
term: syntactic, termFreq = 69, docCount = 44
term: syntactical, termFreq = 7, docCount = 7
term: syntactically, termFreq = 5, docCount = 5
term: syntactics, termFreq = 1, docCount = 1
term: syntax, termFreq = 116, docCount = 69
term: syntaxes, termFreq = 2, docCount = 2
term: synthesis, termFreq = 20, docCount = 15
term: synthesize, termFreq = 3, docCount = 3
term: synthesized, termFreq = 2, docCount = 2
term: synthesizers, termFreq = 1, docCount = 1
term: synthesizing, termFreq = 8, docCount = 5
term: synthetic, termFreq = 13, docCount = 6
term: syslo, termFreq = 2, docCount = 2
term: system, termFreq = 1239, docCount = 538
term: systematic, termFreq = 13, docCount = 11
term: systematically, termFreq = 8, docCount = 8
term: systems, termFreq = 707, docCount = 387
term: systemtems, termFreq = 1, docCount = 1
term: szymanski, termFreq = 4, docCount = 4
term: t, termFreq = 266, docCount = 211
term: tab, termFreq = 5, docCount = 1
term: table, termFreq = 150, docCount = 80
term: tableless, termFreq = 2, docCount = 2
term: tables, termFreq = 144, docCount = 66
term: tablet, termFreq = 3, docCount = 2
term: tablets, termFreq = 3, docCount = 2
term: tabling, termFreq = 1, docCount = 1
term: tabs, termFreq = 1, docCount = 1
term: tabular, termFreq = 14, docCount = 11
term: tabulate, termFreq = 1, docCount = 1
term: tabulated, termFreq = 9, docCount = 8
term: tabulates, termFreq = 2, docCount = 2
term: tabulating, termFreq = 2, docCount = 2
term: tabulation, termFreq = 2, docCount = 2
term: tabulations, termFreq = 1, docCount = 1
term: tackled, termFreq = 1, docCount = 1
term: tactical, termFreq = 3, docCount = 1
term: tactile, termFreq = 5, docCount = 2
term: tadikamalla, termFreq = 4, docCount = 2
term: tag, termFreq = 10, docCount = 4
term: tagged, termFreq = 1, docCount = 1
term: tagging, termFreq = 3, docCount = 3
term: tags, termFreq = 1, docCount = 1
term: tailored, termFreq = 5, docCount = 5
term: tailoring, termFreq = 1, docCount = 1
term: tain, termFreq = 1, docCount = 1
term: taining, termFreq = 1, docCount = 1
term: tajibnapis, termFreq = 1, docCount = 1
term: tajiri, termFreq = 1, docCount = 1
term: takahashi, termFreq = 1, docCount = 1
term: take, termFreq = 28, docCount = 28
term: taken, termFreq = 30, docCount = 28
term: takes, termFreq = 17, docCount = 16
term: taking, termFreq = 7, docCount = 7
term: talbot, termFreq = 1, docCount = 1
term: tale, termFreq = 1, docCount = 1
term: talk, termFreq = 2, docCount = 1
term: talking, termFreq = 1, docCount = 1
term: tall, termFreq = 2, docCount = 2
term: tam, termFreq = 1, docCount = 1
term: tamayo, termFreq = 1, docCount = 1
term: tan, termFreq = 1, docCount = 1
term: tandem, termFreq = 2, docCount = 2
term: tanenbaum, termFreq = 1, docCount = 1
term: tang, termFreq = 3, docCount = 3
term: tangency, termFreq = 1, docCount = 1
term: tanimoto, termFreq = 1, docCount = 1
term: tank, termFreq = 2, docCount = 1
term: tannenbaum, termFreq = 1, docCount = 1
term: tantzen, termFreq = 1, docCount = 1
term: tape, termFreq = 71, docCount = 51
term: tapes, termFreq = 17, docCount = 10
term: tapesort, termFreq = 1, docCount = 1
term: taranto, termFreq = 1, docCount = 1
term: tardiff, termFreq = 1, docCount = 1
term: target, termFreq = 2, docCount = 2
term: targets, termFreq = 1, docCount = 1
term: tarjan, termFreq = 2, docCount = 2
term: tartar, termFreq = 1, docCount = 1
term: tashjian, termFreq = 1, docCount = 1
term: task, termFreq = 42, docCount = 28
term: tasking, termFreq = 1, docCount = 1
term: tasks, termFreq = 36, docCount = 26
term: tassel, termFreq = 1, docCount = 1
term: taught, termFreq = 4, docCount = 3
term: taulbee, termFreq = 4, docCount = 4
term: tausworthe, termFreq = 2, docCount = 2
term: tax, termFreq = 2, docCount = 2
term: taxes, termFreq = 1, docCount = 1
term: taxonomy, termFreq = 1, docCount = 1
term: taylor, termFreq = 18, docCount = 13
term: tchebycheff, termFreq = 1, docCount = 1
term: te, termFreq = 1, docCount = 1
term: teach, termFreq = 7, docCount = 3
term: teachable, termFreq = 3, docCount = 1
term: teacher, termFreq = 10, docCount = 5
term: teachers, termFreq = 1, docCount = 1
term: teaching, termFreq = 34, docCount = 18
term: team, termFreq = 1, docCount = 1
term: teams, termFreq = 3, docCount = 1
term: technical, termFreq = 21, docCount = 19
term: technique, termFreq = 266, docCount = 193
term: techniquefor, termFreq = 1, docCount = 1
term: techniques, termFreq = 258, docCount = 194
term: techniqueshe, termFreq = 1, docCount = 1
term: technological, termFreq = 13, docCount = 10
term: technologically, termFreq = 1, docCount = 1
term: technologies, termFreq = 4, docCount = 3
term: technology, termFreq = 45, docCount = 28
term: techo, termFreq = 1, docCount = 1
term: tedious, termFreq = 10, docCount = 10
term: tegration, termFreq = 1, docCount = 1
term: teichroew, termFreq = 3, docCount = 3
term: teijelo, termFreq = 1, docCount = 1
term: tele, termFreq = 1, docCount = 1
term: telecommunications, termFreq = 3, docCount = 1
term: telefile, termFreq = 3, docCount = 2
term: telegrams, termFreq = 1, docCount = 1
term: telegraph, termFreq = 2, docCount = 1
term: telemetering, termFreq = 2, docCount = 1
term: telephone, termFreq = 17, docCount = 11
term: telephones, termFreq = 5, docCount = 2
term: teleregister, termFreq = 2, docCount = 1
term: telescope, termFreq = 6, docCount = 6
term: teletype, termFreq = 8, docCount = 6
term: teletypewriter, termFreq = 3, docCount = 2
term: television, termFreq = 3, docCount = 2
term: telex, termFreq = 1, docCount = 1
term: telligence, termFreq = 2, docCount = 2
term: telling, termFreq = 1, docCount = 1
term: tells, termFreq = 1, docCount = 1
term: temperate, termFreq = 1, docCount = 1
term: temperature, termFreq = 2, docCount = 1
term: template, termFreq = 4, docCount = 3
term: temporary, termFreq = 7, docCount = 7
term: ten, termFreq = 16, docCount = 16
term: tenance, termFreq = 6, docCount = 4
term: tend, termFreq = 7, docCount = 6
term: tended, termFreq = 3, docCount = 3
term: tendency, termFreq = 3, docCount = 3
term: tends, termFreq = 7, docCount = 7
term: tenenbaum, termFreq = 1, docCount = 1
term: tenex, termFreq = 5, docCount = 1
term: tennent, termFreq = 1, docCount = 1
term: tennessee, termFreq = 1, docCount = 1
term: tennison, termFreq = 1, docCount = 1
term: tens, termFreq = 1, docCount = 1
term: tense, termFreq = 1, docCount = 1
term: tension, termFreq = 4, docCount = 2
term: tensive, termFreq = 1, docCount = 1
term: tensor, termFreq = 14, docCount = 8
term: tensors, termFreq = 1, docCount = 1
term: teorey, termFreq = 1, docCount = 1
term: teory, termFreq = 1, docCount = 1
term: ter, termFreq = 3, docCount = 2
term: teractive, termFreq = 11, docCount = 5
term: terconnection, termFreq = 1, docCount = 1
term: terest, termFreq = 3, docCount = 3
term: terested, termFreq = 1, docCount = 1
term: teresting, termFreq = 1, docCount = 1
term: terface, termFreq = 1, docCount = 1
term: terfaced, termFreq = 1, docCount = 1
term: terference, termFreq = 3, docCount = 1
term: terleaved, termFreq = 2, docCount = 1
term: terleaving, termFreq = 1, docCount = 1
term: terlock, termFreq = 1, docCount = 1
term: term, termFreq = 33, docCount = 23
term: termed, termFreq = 6, docCount = 6
term: termediate, termFreq = 1, docCount = 1
term: terminal, termFreq = 58, docCount = 32
term: terminals, termFreq = 26, docCount = 18
term: terminate, termFreq = 3, docCount = 3
term: terminated, termFreq = 1, docCount = 1
term: terminating, termFreq = 2, docCount = 2
term: termination, termFreq = 29, docCount = 12
term: terminology, termFreq = 19, docCount = 18
term: terms, termFreq = 110, docCount = 99
term: ternal, termFreq = 4, docCount = 3
term: ternary, termFreq = 4, docCount = 2
term: terpolated, termFreq = 1, docCount = 1
term: terpretation, termFreq = 1, docCount = 1
term: terrain, termFreq = 5, docCount = 2
term: terreference, termFreq = 1, docCount = 1
term: terrelation, termFreq = 1, docCount = 1
term: terrill, termFreq = 1, docCount = 1
term: ters, termFreq = 3, docCount = 1
term: tersecting, termFreq = 1, docCount = 1
term: tersection, termFreq = 1, docCount = 1
term: terval, termFreq = 2, docCount = 2
term: tesch, termFreq = 1, docCount = 1
term: tesler, termFreq = 1, docCount = 1
term: test, termFreq = 118, docCount = 87
term: tested, termFreq = 31, docCount = 30
term: tester, termFreq = 3, docCount = 2
term: testing, termFreq = 52, docCount = 42
term: tests, termFreq = 38, docCount = 28
term: testsshow, termFreq = 1, docCount = 1
term: tetragamma, termFreq = 1, docCount = 1
term: text, termFreq = 108, docCount = 57
term: textbook, termFreq = 4, docCount = 4
term: texts, termFreq = 4, docCount = 4
term: textual, termFreq = 2, docCount = 2
term: texture, termFreq = 5, docCount = 2
term: textured, termFreq = 1, docCount = 1
term: textures, termFreq = 1, docCount = 1
term: th, termFreq = 12, docCount = 7
term: thacher, termFreq = 41, docCount = 41
term: than, termFreq = 219, docCount = 192
term: that, termFreq = 1097, docCount = 688
term: the, termFreq = 11033, docCount = 1801
term: theft, termFreq = 1, docCount = 1
term: their, termFreq = 180, docCount = 144
term: them, termFreq = 62, docCount = 60
term: thematic, termFreq = 1, docCount = 1
term: theme, termFreq = 2, docCount = 2
term: themselves, termFreq = 7, docCount = 7
term: then, termFreq = 141, docCount = 130
term: theorem, termFreq = 43, docCount = 22
term: theorems, termFreq = 18, docCount = 15
term: theoretic, termFreq = 10, docCount = 9
term: theoretical, termFreq = 38, docCount = 34
term: theoretically, termFreq = 7, docCount = 7
term: theories, termFreq = 6, docCount = 6
term: theorized, termFreq = 1, docCount = 1
term: theory, termFreq = 126, docCount = 89
term: there, termFreq = 93, docCount = 87
term: thereby, termFreq = 9, docCount = 9
term: therefore, termFreq = 23, docCount = 21
term: thermal, termFreq = 4, docCount = 2
term: thesaurus, termFreq = 2, docCount = 1
term: these, termFreq = 404, docCount = 321
term: thesize, termFreq = 1, docCount = 1
term: thesizes, termFreq = 1, docCount = 1
term: they, termFreq = 102, docCount = 88
term: thin, termFreq = 4, docCount = 2
term: things, termFreq = 15, docCount = 15
term: think, termFreq = 4, docCount = 4
term: thinned, termFreq = 1, docCount = 1
term: thinning, termFreq = 3, docCount = 1
term: third, termFreq = 26, docCount = 20
term: thirds, termFreq = 1, docCount = 1
term: thirteen, termFreq = 1, docCount = 1
term: this, termFreq = 1166, docCount = 799
term: thomas, termFreq = 5, docCount = 4
term: thompson, termFreq = 9, docCount = 9
term: thornton, termFreq = 2, docCount = 2
term: thoro, termFreq = 3, docCount = 3
term: thorough, termFreq = 1, docCount = 1
term: thoroughly, termFreq = 4, docCount = 3
term: those, termFreq = 89, docCount = 83
term: thoth, termFreq = 4, docCount = 1
term: though, termFreq = 18, docCount = 17
term: thought, termFreq = 6, docCount = 6
term: thoughts, termFreq = 3, docCount = 3
term: thousand, termFreq = 1, docCount = 1
term: thousands, termFreq = 2, docCount = 2
term: thrashing, termFreq = 3, docCount = 2
term: threaded, termFreq = 11, docCount = 6
term: threading, termFreq = 1, docCount = 1
term: three, termFreq = 146, docCount = 116
term: through, termFreq = 99, docCount = 90
term: throughout, termFreq = 8, docCount = 8
term: throughput, termFreq = 9, docCount = 8
term: throughs, termFreq = 4, docCount = 1
term: thruput, termFreq = 3, docCount = 1
term: thrust, termFreq = 1, docCount = 1
term: thumb, termFreq = 2, docCount = 1
term: thunks, termFreq = 1, docCount = 1
term: thurnau, termFreq = 1, docCount = 1
term: thus, termFreq = 53, docCount = 50
term: tied, termFreq = 2, docCount = 2
term: tiernan, termFreq = 1, docCount = 1
term: ties, termFreq = 1, docCount = 1
term: tight, termFreq = 2, docCount = 2
term: tiler, termFreq = 1, docCount = 1
term: tiles, termFreq = 1, docCount = 1
term: tiling, termFreq = 1, docCount = 1
term: time, termFreq = 783, docCount = 411
term: timeliness, termFreq = 1, docCount = 1
term: timely, termFreq = 1, docCount = 1
term: timen, termFreq = 1, docCount = 1
term: timeo, termFreq = 1, docCount = 1
term: timers, termFreq = 1, docCount = 1
term: times, termFreq = 56, docCount = 44
term: timeshared, termFreq = 1, docCount = 1
term: timesharing, termFreq = 4, docCount = 3
term: timetable, termFreq = 16, docCount = 7
term: timetables, termFreq = 8, docCount = 4
term: timetabling, termFreq = 2, docCount = 1
term: timing, termFreq = 16, docCount = 16
term: timings, termFreq = 2, docCount = 2
term: tindall, termFreq = 1, docCount = 1
term: tinney, termFreq = 1, docCount = 1
term: tintner, termFreq = 1, docCount = 1
term: title, termFreq = 4, docCount = 3
term: titled, termFreq = 1, docCount = 1
term: tl, termFreq = 2, docCount = 1
term: tlc, termFreq = 6, docCount = 2
term: tmg, termFreq = 1, docCount = 1
term: tn, termFreq = 1, docCount = 1
term: to, termFreq = 3790, docCount = 1401
term: tobey, termFreq = 4, docCount = 4
term: today, termFreq = 13, docCount = 11
term: todd, termFreq = 2, docCount = 2
term: toddler, termFreq = 1, docCount = 1
term: tode, termFreq = 1, docCount = 1
term: todetect, termFreq = 1, docCount = 1
term: toeplitz, termFreq = 1, docCount = 1
term: together, termFreq = 36, docCount = 35
term: togethers, termFreq = 1, docCount = 1
term: togram, termFreq = 5, docCount = 1
term: tokura, termFreq = 1, docCount = 1
term: tolerable, termFreq = 1, docCount = 1
term: tolerance, termFreq = 4, docCount = 4
term: tolerances, termFreq = 2, docCount = 1
term: tolerate, termFreq = 1, docCount = 1
term: toll, termFreq = 1, docCount = 1
term: tolman, termFreq = 1, docCount = 1
term: tomlin, termFreq = 1, docCount = 1
term: tomlinson, termFreq = 1, docCount = 1
term: tomography, termFreq = 1, docCount = 1
term: tompkins, termFreq = 2, docCount = 2
term: tone, termFreq = 5, docCount = 3
term: toned, termFreq = 2, docCount = 2
term: tones, termFreq = 1, docCount = 1
term: tonge, termFreq = 3, docCount = 3
term: too, termFreq = 8, docCount = 8
term: tool, termFreq = 18, docCount = 17
term: toole, termFreq = 1, docCount = 1
term: tools, termFreq = 19, docCount = 13
term: top, termFreq = 24, docCount = 18
term: topic, termFreq = 4, docCount = 3
term: topical, termFreq = 1, docCount = 1
term: topics, termFreq = 14, docCount = 13
term: topological, termFreq = 20, docCount = 13
term: topologically, termFreq = 3, docCount = 2
term: topologies, termFreq = 3, docCount = 1
term: topology, termFreq = 10, docCount = 5
term: topt, termFreq = 2, docCount = 1
term: torical, termFreq = 3, docCount = 2
term: tornheim, termFreq = 1, docCount = 1
term: toroidal, termFreq = 1, docCount = 1
term: toronto, termFreq = 1, docCount = 1
term: torts, termFreq = 2, docCount = 1
term: tory, termFreq = 5, docCount = 4
term: total, termFreq = 57, docCount = 45
term: totaled, termFreq = 1, docCount = 1
term: totally, termFreq = 5, docCount = 5
term: toth, termFreq = 1, docCount = 1
term: totype, termFreq = 1, docCount = 1
term: touched, termFreq = 1, docCount = 1
term: touching, termFreq = 1, docCount = 1
term: tour, termFreq = 2, docCount = 2
term: tournament, termFreq = 2, docCount = 2
term: tournaments, termFreq = 1, docCount = 1
term: tours, termFreq = 1, docCount = 1
term: toward, termFreq = 34, docCount = 32
term: towards, termFreq = 7, docCount = 6
term: towsley, termFreq = 1, docCount = 1
term: trac, termFreq = 9, docCount = 2
term: trace, termFreq = 15, docCount = 12
term: traceable, termFreq = 1, docCount = 1
